batch_label,detector,image_path,prediction,confidence,elapsed_time
sd3_fp4,CLIP-D,/media/SSD_4TB/crispy_storage/fake-images/sd3_fp4_p97_seed220.png,fake,0.9946786165237427,0.06149554252624512
sd3_fp4,R50_TF,/media/SSD_4TB/crispy_storage/fake-images/sd3_fp4_p97_seed220.png,fake,0.5735,0.181
sd3_fp4,NPR,/media/SSD_4TB/crispy_storage/fake-images/sd3_fp4_p97_seed220.png,real,0.016776010394096375,0.09076952934265137
sd3_fp16,CLIP-D,/media/SSD_4TB/crispy_storage/fake-images/sd3_fp16_p11_seed134.png,fake,0.9677427411079407,0.06146574020385742
sd3_fp16,R50_TF,/media/SSD_4TB/crispy_storage/fake-images/sd3_fp16_p11_seed134.png,fake,0.5332,0.179
sd3_fp16,NPR,/media/SSD_4TB/crispy_storage/fake-images/sd3_fp16_p11_seed134.png,fake,0.9987412095069885,0.08716654777526855
sd3_fp4,CLIP-D,/media/SSD_4TB/crispy_storage/fake-images/sd3_fp4_p89_seed212.png,fake,0.9787845015525818,0.062111854553222656
sd3_fp4,R50_TF,/media/SSD_4TB/crispy_storage/fake-images/sd3_fp4_p89_seed212.png,fake,0.5399,0.18
sd3_fp4,NPR,/media/SSD_4TB/crispy_storage/fake-images/sd3_fp4_p89_seed212.png,fake,0.7307906746864319,0.08939003944396973
sd35_fp16,CLIP-D,/media/SSD_4TB/crispy_storage/fake-images/sd35_fp16_p20_seed143.png,fake,0.9932088255882263,0.06216144561767578
sd35_fp16,R50_TF,/media/SSD_4TB/crispy_storage/fake-images/sd35_fp16_p20_seed143.png,fake,0.5816,0.174
sd35_fp16,NPR,/media/SSD_4TB/crispy_storage/fake-images/sd35_fp16_p20_seed143.png,fake,0.8802506923675537,0.09084296226501465
sd35_fp16,CLIP-D,/media/SSD_4TB/crispy_storage/fake-images/sd35_fp16_p44_seed167.png,fake,0.9654462337493896,0.06148219108581543
sd35_fp16,R50_TF,/media/SSD_4TB/crispy_storage/fake-images/sd35_fp16_p44_seed167.png,real,0.4457,0.18
sd35_fp16,NPR,/media/SSD_4TB/crispy_storage/fake-images/sd35_fp16_p44_seed167.png,fake,0.5379731059074402,0.08839845657348633
sd35_fp4,CLIP-D,/media/SSD_4TB/crispy_storage/fake-images/sd35_fp4_p92_seed215.png,fake,0.912651777267456,0.06212735176086426
sd35_fp4,R50_TF,/media/SSD_4TB/crispy_storage/fake-images/sd35_fp4_p92_seed215.png,fake,0.5866,0.174
sd35_fp4,NPR,/media/SSD_4TB/crispy_storage/fake-images/sd35_fp4_p92_seed215.png,fake,0.8413571119308472,0.09052038192749023
sd35_fp4,CLIP-D,/media/SSD_4TB/crispy_storage/fake-images/sd35_fp4_p65_seed188.png,fake,0.6736159920692444,0.06101274490356445
sd35_fp4,R50_TF,/media/SSD_4TB/crispy_storage/fake-images/sd35_fp4_p65_seed188.png,real,0.4155,0.179
sd35_fp4,NPR,/media/SSD_4TB/crispy_storage/fake-images/sd35_fp4_p65_seed188.png,real,1.4319847529975505e-09,0.0878143310546875
pg25_fp4,CLIP-D,/media/SSD_4TB/crispy_storage/fake-images/pg25_fp4_p28_seed151.png,fake,0.9995049238204956,0.06343793869018555
pg25_fp4,R50_TF,/media/SSD_4TB/crispy_storage/fake-images/pg25_fp4_p28_seed151.png,fake,0.7766,0.178
pg25_fp4,NPR,/media/SSD_4TB/crispy_storage/fake-images/pg25_fp4_p28_seed151.png,fake,0.9999982118606567,0.08923125267028809
sdxl_fp8,CLIP-D,/media/SSD_4TB/crispy_storage/fake-images/sdxl_fp8_p62_seed185.png,fake,0.9985285997390747,0.06138753890991211
sdxl_fp8,R50_TF,/media/SSD_4TB/crispy_storage/fake-images/sdxl_fp8_p62_seed185.png,fake,0.5909,0.176
sdxl_fp8,NPR,/media/SSD_4TB/crispy_storage/fake-images/sdxl_fp8_p62_seed185.png,fake,1.0,0.08853912353515625
sd3_fp8,CLIP-D,/media/SSD_4TB/crispy_storage/fake-images/sd3_fp8_p26_seed149.png,fake,0.9890072345733643,0.0614621639251709
sd3_fp8,R50_TF,/media/SSD_4TB/crispy_storage/fake-images/sd3_fp8_p26_seed149.png,fake,0.5932,0.182
sd3_fp8,NPR,/media/SSD_4TB/crispy_storage/fake-images/sd3_fp8_p26_seed149.png,fake,0.9342907667160034,0.09075379371643066
sd35_fp8,CLIP-D,/media/SSD_4TB/crispy_storage/fake-images/sd35_fp8_p48_seed171.png,fake,0.9676464200019836,0.06290292739868164
sd35_fp8,R50_TF,/media/SSD_4TB/crispy_storage/fake-images/sd35_fp8_p48_seed171.png,fake,0.5868,0.178
sd35_fp8,NPR,/media/SSD_4TB/crispy_storage/fake-images/sd35_fp8_p48_seed171.png,fake,0.999976634979248,0.0914008617401123
sdxl_fp8,CLIP-D,/media/SSD_4TB/crispy_storage/fake-images/sdxl_fp8_p12_seed135.png,fake,0.999363124370575,0.0618133544921875
sdxl_fp8,R50_TF,/media/SSD_4TB/crispy_storage/fake-images/sdxl_fp8_p12_seed135.png,real,0.3802,0.175
sdxl_fp8,NPR,/media/SSD_4TB/crispy_storage/fake-images/sdxl_fp8_p12_seed135.png,fake,0.999994158744812,0.09039902687072754
sd15_fp8,CLIP-D,/media/SSD_4TB/crispy_storage/fake-images/sd15_fp8_p74_seed197.png,fake,0.9842945337295532,0.06074643135070801
sd15_fp8,R50_TF,/media/SSD_4TB/crispy_storage/fake-images/sd15_fp8_p74_seed197.png,fake,0.5432,0.142
sd15_fp8,NPR,/media/SSD_4TB/crispy_storage/fake-images/sd15_fp8_p74_seed197.png,fake,0.9875989556312561,0.09037470817565918
sdxl_fp8,CLIP-D,/media/SSD_4TB/crispy_storage/fake-images/sdxl_fp8_p95_seed218.png,fake,0.9969024062156677,0.06090068817138672
sdxl_fp8,R50_TF,/media/SSD_4TB/crispy_storage/fake-images/sdxl_fp8_p95_seed218.png,fake,0.5951,0.177
sdxl_fp8,NPR,/media/SSD_4TB/crispy_storage/fake-images/sdxl_fp8_p95_seed218.png,real,0.005346701014786959,0.08805704116821289
sdxl_fp8,CLIP-D,/media/SSD_4TB/crispy_storage/fake-images/sdxl_fp8_p9_seed132.png,fake,0.9937830567359924,0.06193208694458008
sdxl_fp8,R50_TF,/media/SSD_4TB/crispy_storage/fake-images/sdxl_fp8_p9_seed132.png,fake,0.6265,0.176
sdxl_fp8,NPR,/media/SSD_4TB/crispy_storage/fake-images/sdxl_fp8_p9_seed132.png,fake,0.9996426105499268,0.09042644500732422
sd15_fp16,CLIP-D,/media/SSD_4TB/crispy_storage/fake-images/sd15_fp16_p89_seed212.png,fake,0.991378903388977,0.06117868423461914
sd15_fp16,R50_TF,/media/SSD_4TB/crispy_storage/fake-images/sd15_fp16_p89_seed212.png,fake,0.5867,0.141
sd15_fp16,NPR,/media/SSD_4TB/crispy_storage/fake-images/sd15_fp16_p89_seed212.png,fake,0.7604864239692688,0.09032702445983887
z-image_fp8,CLIP-D,/media/SSD_4TB/crispy_storage/fake-images/z-image_fp8_p7_seed130.png,real,0.10677580535411835,0.06156516075134277
z-image_fp8,R50_TF,/media/SSD_4TB/crispy_storage/fake-images/z-image_fp8_p7_seed130.png,real,0.4046,0.182
z-image_fp8,NPR,/media/SSD_4TB/crispy_storage/fake-images/z-image_fp8_p7_seed130.png,real,0.004049952141940594,0.0910649299621582
sd35_fp8,CLIP-D,/media/SSD_4TB/crispy_storage/fake-images/sd35_fp8_p29_seed152.png,fake,0.9814691543579102,0.06213998794555664
sd35_fp8,R50_TF,/media/SSD_4TB/crispy_storage/fake-images/sd35_fp8_p29_seed152.png,fake,0.6163,0.18
sd35_fp8,NPR,/media/SSD_4TB/crispy_storage/fake-images/sd35_fp8_p29_seed152.png,real,0.024292051792144775,0.08809566497802734
sdxl_fp4,CLIP-D,/media/SSD_4TB/crispy_storage/fake-images/sdxl_fp4_p91_seed214.png,fake,0.9975232481956482,0.06102633476257324
sdxl_fp4,R50_TF,/media/SSD_4TB/crispy_storage/fake-images/sdxl_fp4_p91_seed214.png,fake,0.665,0.177
sdxl_fp4,NPR,/media/SSD_4TB/crispy_storage/fake-images/sdxl_fp4_p91_seed214.png,fake,0.9999998807907104,0.08783650398254395
sd35_fp8,CLIP-D,/media/SSD_4TB/crispy_storage/fake-images/sd35_fp8_p60_seed183.png,fake,0.6698900461196899,0.0598602294921875
sd35_fp8,R50_TF,/media/SSD_4TB/crispy_storage/fake-images/sd35_fp8_p60_seed183.png,real,0.4401,0.179
sd35_fp8,NPR,/media/SSD_4TB/crispy_storage/fake-images/sd35_fp8_p60_seed183.png,real,0.07039319723844528,0.08981537818908691
