batch_label,detector,detector_mode,image_path,prediction,confidence,elapsed_time
00099,CLIP-D,default,/media/CrispyMcMarkInc/Real_cropped_1024/00099.jpg,real,0.004950826987624168,0.35440659523010254
00026,CLIP-D,default,/media/CrispyMcMarkInc/Real_cropped_1024/00026.jpg,real,0.01482769288122654,0.0771028995513916
00029,CLIP-D,default,/media/CrispyMcMarkInc/Real_cropped_1024/00029.jpg,real,0.005094324238598347,0.2555091381072998
00040,CLIP-D,default,/media/CrispyMcMarkInc/Real_cropped_1024/00040.jpg,real,0.03128581494092941,0.07655167579650879
00095,CLIP-D,default,/media/CrispyMcMarkInc/Real_cropped_1024/00095.jpg,real,0.006795246619731188,0.10410618782043457
00094,CLIP-D,default,/media/CrispyMcMarkInc/Real_cropped_1024/00094.jpg,real,0.013998636044561863,0.3638162612915039
00077,CLIP-D,default,/media/CrispyMcMarkInc/Real_cropped_1024/00077.jpg,real,0.1162189170718193,0.13309359550476074
00076,CLIP-D,default,/media/CrispyMcMarkInc/Real_cropped_1024/00076.jpg,real,0.011577635072171688,0.3676493167877197
00037,CLIP-D,default,/media/CrispyMcMarkInc/Real_cropped_1024/00037.jpg,real,0.014091422781348228,0.28002095222473145
00074,CLIP-D,default,/media/CrispyMcMarkInc/Real_cropped_1024/00074.jpg,real,0.0061706905253231525,0.0798346996307373
00001,CLIP-D,default,/media/CrispyMcMarkInc/Real_cropped_1024/00001.jpg,real,0.0052044871263206005,0.15926694869995117
00005,CLIP-D,default,/media/CrispyMcMarkInc/Real_cropped_1024/00005.jpg,real,0.005438465159386396,0.08537149429321289
00098,CLIP-D,default,/media/CrispyMcMarkInc/Real_cropped_1024/00098.jpg,real,0.009959971532225609,0.0808570384979248
00046,CLIP-D,default,/media/CrispyMcMarkInc/Real_cropped_1024/00046.jpg,real,0.004481648560613394,0.4092271327972412
00079,CLIP-D,default,/media/CrispyMcMarkInc/Real_cropped_1024/00079.jpg,real,0.007287770044058561,0.12731623649597168
00090,CLIP-D,default,/media/CrispyMcMarkInc/Real_cropped_1024/00090.jpg,real,0.012734531424939632,0.10143518447875977
00085,CLIP-D,default,/media/CrispyMcMarkInc/Real_cropped_1024/00085.jpg,real,0.014050542376935482,0.25452327728271484
00071,CLIP-D,default,/media/CrispyMcMarkInc/Real_cropped_1024/00071.jpg,real,0.0032034716568887234,0.11075711250305176
00070,CLIP-D,default,/media/CrispyMcMarkInc/Real_cropped_1024/00070.jpg,real,0.015257996506989002,0.1738109588623047
00047,CLIP-D,default,/media/CrispyMcMarkInc/Real_cropped_1024/00047.jpg,real,0.16846752166748047,0.15846872329711914
00042,CLIP-D,default,/media/CrispyMcMarkInc/Real_cropped_1024/00042.jpg,real,0.10599807649850845,0.19054913520812988
00003,CLIP-D,default,/media/CrispyMcMarkInc/Real_cropped_1024/00003.jpg,real,0.06314943730831146,0.07843899726867676
00068,CLIP-D,default,/media/CrispyMcMarkInc/Real_cropped_1024/00068.jpg,real,0.0026430650614202023,0.23662161827087402
00062,CLIP-D,default,/media/CrispyMcMarkInc/Real_cropped_1024/00062.jpg,real,0.0035269863437861204,0.11921906471252441
