name,pro,flag
/media/CrispyMcMarkInc/Real_cropped_1024/00536.jpg, -10.840420722961426, 0.0
/media/CrispyMcMarkInc/fake-images-img2img/test/00536_sd15_fp16_seed123_s30_g3.5_str0.3.png, 6.857968807220459, 1.0
/media/CrispyMcMarkInc/fake-images-img2img/test/00536_sd35_fp16_seed123_s30_g3.5_str0.3.png, 5.001042366027832, 1.0
/media/CrispyMcMarkInc/fake-images-img2img/test/00536_sd3_fp16_seed123_s30_g3.5_str0.3.png, 3.2440097332000732, 1.0
/media/CrispyMcMarkInc/Real_cropped_1024/00503.jpg, -6.023951530456543, 0.0
/media/CrispyMcMarkInc/fake-images-img2img/test/00503_sd15_fp16_seed124_s30_g3.5_str0.3.png, 7.69936990737915, 1.0
/media/CrispyMcMarkInc/fake-images-img2img/test/00503_sd35_fp16_seed124_s30_g3.5_str0.3.png, 3.973064661026001, 1.0
/media/CrispyMcMarkInc/fake-images-img2img/test/00503_sd3_fp16_seed124_s30_g3.5_str0.3.png, 4.7685322761535645, 1.0
/media/CrispyMcMarkInc/Real_cropped_1024/00737.jpg, -6.844327926635742, 0.0
/media/CrispyMcMarkInc/fake-images-img2img/test/00737_sd15_fp16_seed125_s30_g3.5_str0.3.png, 9.331625938415527, 1.0
/media/CrispyMcMarkInc/fake-images-img2img/test/00737_sd35_fp16_seed125_s30_g3.5_str0.3.png, 8.235671043395996, 1.0
/media/CrispyMcMarkInc/fake-images-img2img/test/00737_sd3_fp16_seed125_s30_g3.5_str0.3.png, 7.980114459991455, 1.0
/media/CrispyMcMarkInc/Real_cropped_1024/00559.jpg, -5.0725178718566895, 0.0
/media/CrispyMcMarkInc/fake-images-img2img/test/00559_sd15_fp16_seed126_s30_g3.5_str0.3.png, 7.138643741607666, 1.0
/media/CrispyMcMarkInc/fake-images-img2img/test/00559_sd35_fp16_seed126_s30_g3.5_str0.3.png, 9.697038650512695, 1.0
/media/CrispyMcMarkInc/fake-images-img2img/test/00559_sd3_fp16_seed126_s30_g3.5_str0.3.png, 8.638161659240723, 1.0
/media/CrispyMcMarkInc/Real_cropped_1024/00544.jpg, -8.945265769958496, 0.0
/media/CrispyMcMarkInc/fake-images-img2img/test/00544_sd15_fp16_seed127_s30_g3.5_str0.3.png, 8.0520601272583, 1.0
/media/CrispyMcMarkInc/fake-images-img2img/test/00544_sd35_fp16_seed127_s30_g3.5_str0.3.png, 6.036292552947998, 1.0
/media/CrispyMcMarkInc/fake-images-img2img/test/00544_sd3_fp16_seed127_s30_g3.5_str0.3.png, 6.651835918426514, 1.0
/media/CrispyMcMarkInc/Real_cropped_1024/00356.jpg, -7.047426700592041, 0.0
/media/CrispyMcMarkInc/fake-images-img2img/test/00356_sd15_fp16_seed128_s30_g3.5_str0.3.png, 7.346067905426025, 1.0
/media/CrispyMcMarkInc/fake-images-img2img/test/00356_sd35_fp16_seed128_s30_g3.5_str0.3.png, 6.864536762237549, 1.0
/media/CrispyMcMarkInc/fake-images-img2img/test/00356_sd3_fp16_seed128_s30_g3.5_str0.3.png, 5.5675435066223145, 1.0
/media/CrispyMcMarkInc/Real_cropped_1024/00206.jpg, -0.3148115575313568, 0.0
/media/CrispyMcMarkInc/fake-images-img2img/test/00206_sd15_fp16_seed129_s30_g3.5_str0.3.png, 4.412186145782471, 1.0
