batch_label,detector,detector_mode,image_path,prediction,confidence,elapsed_time
00547,CLIP-D,default,/media/CrispyMcMarkInc/Real_cropped_1024/00547.jpg,real,0.009152174927294254,0.07017350196838379
00458,CLIP-D,default,/media/CrispyMcMarkInc/Real_cropped_1024/00458.jpg,real,0.01021582167595625,0.06903982162475586
00153,CLIP-D,default,/media/CrispyMcMarkInc/Real_cropped_1024/00153.jpg,real,0.0014283198397606611,0.0694584846496582
00643,CLIP-D,default,/media/CrispyMcMarkInc/Real_cropped_1024/00643.jpg,real,0.0006358944810926914,0.06682419776916504
00099,CLIP-D,default,/media/CrispyMcMarkInc/Real_cropped_1024/00099.jpg,real,0.00021215298329479992,0.06707453727722168
00122,CLIP-D,default,/media/CrispyMcMarkInc/Real_cropped_1024/00122.jpg,real,0.002413373440504074,0.06778717041015625
00946,CLIP-D,default,/media/CrispyMcMarkInc/Real_cropped_1024/00946.jpg,real,0.0008767331601120532,0.0675649642944336
00231,CLIP-D,default,/media/CrispyMcMarkInc/Real_cropped_1024/00231.jpg,real,0.0009044554317370057,0.06989026069641113
00286,CLIP-D,default,/media/CrispyMcMarkInc/Real_cropped_1024/00286.jpg,real,0.0003243910032324493,0.07184791564941406
00812,CLIP-D,default,/media/CrispyMcMarkInc/Real_cropped_1024/00812.jpg,real,0.007106602191925049,0.06743216514587402
00511,CLIP-D,default,/media/CrispyMcMarkInc/Real_cropped_1024/00511.jpg,real,0.0008623242028988898,0.06747293472290039
00213,CLIP-D,default,/media/CrispyMcMarkInc/Real_cropped_1024/00213.jpg,real,0.0002828227588906884,0.07426309585571289
00594,CLIP-D,default,/media/CrispyMcMarkInc/Real_cropped_1024/00594.jpg,real,0.00012880013673566282,0.07288885116577148
00896,CLIP-D,default,/media/CrispyMcMarkInc/Real_cropped_1024/00896.jpg,real,0.0004816837317775935,0.07295012474060059
00026,CLIP-D,default,/media/CrispyMcMarkInc/Real_cropped_1024/00026.jpg,real,0.0009376195957884192,0.07379698753356934
00223,CLIP-D,default,/media/CrispyMcMarkInc/Real_cropped_1024/00223.jpg,real,0.05445875599980354,0.07442045211791992
00607,CLIP-D,default,/media/CrispyMcMarkInc/Real_cropped_1024/00607.jpg,real,0.001385411131195724,0.0745086669921875
00412,CLIP-D,default,/media/CrispyMcMarkInc/Real_cropped_1024/00412.jpg,real,0.0003462210879661143,0.07246518135070801
00993,CLIP-D,default,/media/CrispyMcMarkInc/Real_cropped_1024/00993.jpg,real,0.047225356101989746,0.07973074913024902
00776,CLIP-D,default,/media/CrispyMcMarkInc/Real_cropped_1024/00776.jpg,real,0.0011287883389741182,0.07981085777282715
00994,CLIP-D,default,/media/CrispyMcMarkInc/Real_cropped_1024/00994.jpg,real,0.006555777974426746,0.07811164855957031
00111,CLIP-D,default,/media/CrispyMcMarkInc/Real_cropped_1024/00111.jpg,real,0.005952673964202404,0.08084273338317871
00487,CLIP-D,default,/media/CrispyMcMarkInc/Real_cropped_1024/00487.jpg,real,0.00031182344537228346,0.08047771453857422
00571,CLIP-D,default,/media/CrispyMcMarkInc/Real_cropped_1024/00571.jpg,real,0.0004288326308596879,0.08115029335021973
00395,CLIP-D,default,/media/CrispyMcMarkInc/Real_cropped_1024/00395.jpg,real,0.000556479615624994,0.07916593551635742
00525,CLIP-D,default,/media/CrispyMcMarkInc/Real_cropped_1024/00525.jpg,real,0.0004451708809938282,0.08603787422180176
00823,CLIP-D,default,/media/CrispyMcMarkInc/Real_cropped_1024/00823.jpg,real,0.0014997171238064766,0.07937455177307129
00427,CLIP-D,default,/media/CrispyMcMarkInc/Real_cropped_1024/00427.jpg,real,0.016815222799777985,0.0804445743560791
00827,CLIP-D,default,/media/CrispyMcMarkInc/Real_cropped_1024/00827.jpg,real,0.026334943249821663,0.07734990119934082
00029,CLIP-D,default,/media/CrispyMcMarkInc/Real_cropped_1024/00029.jpg,real,0.00067583640338853,0.08342933654785156
00833,CLIP-D,default,/media/CrispyMcMarkInc/Real_cropped_1024/00833.jpg,real,0.02245165780186653,0.07926487922668457
00843,CLIP-D,default,/media/CrispyMcMarkInc/Real_cropped_1024/00843.jpg,real,0.008079173043370247,0.07851171493530273
00403,CLIP-D,default,/media/CrispyMcMarkInc/Real_cropped_1024/00403.jpg,real,0.053281694650650024,0.08179283142089844
00321,CLIP-D,default,/media/CrispyMcMarkInc/Real_cropped_1024/00321.jpg,real,0.05843047425150871,0.07890200614929199
00040,CLIP-D,default,/media/CrispyMcMarkInc/Real_cropped_1024/00040.jpg,real,0.0018236752366647124,0.08189034461975098
00822,CLIP-D,default,/media/CrispyMcMarkInc/Real_cropped_1024/00822.jpg,real,0.00187760591506958,0.08040452003479004
00779,CLIP-D,default,/media/CrispyMcMarkInc/Real_cropped_1024/00779.jpg,real,0.01218875776976347,0.0811319351196289
00113,CLIP-D,default,/media/CrispyMcMarkInc/Real_cropped_1024/00113.jpg,real,0.00040439399890601635,0.07868003845214844
00630,CLIP-D,default,/media/CrispyMcMarkInc/Real_cropped_1024/00630.jpg,real,0.0011596080148592591,0.08219099044799805
00805,CLIP-D,default,/media/CrispyMcMarkInc/Real_cropped_1024/00805.jpg,real,0.11646478623151779,0.0791778564453125
00459,CLIP-D,default,/media/CrispyMcMarkInc/Real_cropped_1024/00459.jpg,real,0.0004221650306135416,0.08115816116333008
00095,CLIP-D,default,/media/CrispyMcMarkInc/Real_cropped_1024/00095.jpg,real,0.0021163024939596653,0.07850313186645508
00094,CLIP-D,default,/media/CrispyMcMarkInc/Real_cropped_1024/00094.jpg,real,0.1393359750509262,0.08030438423156738
00452,CLIP-D,default,/media/CrispyMcMarkInc/Real_cropped_1024/00452.jpg,real,0.0010177093790844083,0.08084225654602051
00510,CLIP-D,default,/media/CrispyMcMarkInc/Real_cropped_1024/00510.jpg,real,0.0011988990008831024,0.07539868354797363
00791,CLIP-D,default,/media/CrispyMcMarkInc/Real_cropped_1024/00791.jpg,real,0.0011264827335253358,0.08079314231872559
00410,CLIP-D,default,/media/CrispyMcMarkInc/Real_cropped_1024/00410.jpg,real,0.004116353578865528,0.07857823371887207
00851,CLIP-D,default,/media/CrispyMcMarkInc/Real_cropped_1024/00851.jpg,real,0.023385530337691307,0.07865118980407715
00365,CLIP-D,default,/media/CrispyMcMarkInc/Real_cropped_1024/00365.jpg,real,0.07072655856609344,0.07889151573181152
00689,CLIP-D,default,/media/CrispyMcMarkInc/Real_cropped_1024/00689.jpg,real,0.005067750811576843,0.08184385299682617
00890,CLIP-D,default,/media/CrispyMcMarkInc/Real_cropped_1024/00890.jpg,real,0.001136581413447857,0.07885241508483887
